8,-19,-1013,0
16,-22,-1001,0
16,-19,-1001,0
12,-19,-994,0
23,-22,-1001,0
16,-26,-1005,0
12,-22,-1005,0
8,-22,-1001,0
12,-22,-1001,0
12,-19,-986,0
16,-19,-1001,0
12,-15,-1013,0
16,-22,-997,0
8,-22,-1001,0
16,-19,-990,0
8,-26,-1001,0
12,-26,-1001,0
16,-26,-1017,0
12,-19,-1009,0
16,-22,-1005,0
27,-22,-990,0
16,-22,-1005,0
8,-22,-1009,0
20,-19,-1009,0
12,-22,-997,0
12,-19,-1021,0
16,-22,-1001,0
16,-22,-1001,0
16,-30,-1001,0
20,-22,-1001,0
8,-15,-1013,0
12,-19,-1001,0
12,-26,-1009,0
16,-19,-1005,0
12,-19,-1005,0
12,-22,-1009,0
8,-19,-997,0
16,-19,-1005,0
12,-22,-1005,0
8,-19,-1001,0
16,-22,-1009,0
12,-26,-994,0
16,-19,-1005,0
12,-19,-1005,0
12,-19,-1005,0
12,-22,-1001,0
12,-19,-1005,0
16,-22,-1005,0
12,-22,-1005,0
16,-26,-997,0
12,-15,-1001,0
16,-22,-997,0
12,-22,-1001,0
16,-19,-1009,0
16,-22,-1017,0
12,-19,-1005,0
16,-19,-997,0
8,-26,-1001,0
12,-19,-1005,0
8,-22,-1001,0
12,-26,-1025,0
8,-22,-1001,0
8,-26,-1005,0
12,-26,-1001,0
8,-26,-1005,0
12,-22,-1017,0
12,-26,-1001,0
16,-22,-1013,0
12,-22,-994,0
16,-26,-1009,0
16,-22,-994,0
16,-22,-1005,0
8,-19,-1005,0
12,-26,-970,0
16,-22,-1009,0
8,-19,-1009,0
8,-26,-1005,0
12,-26,-1001,0
12,-26,-990,0
12,-19,-1005,0
20,-22,-1001,0
16,-19,-986,0
8,-22,-1001,0
12,-22,-997,0
16,-19,-994,0
12,-19,-997,0
12,-26,-986,0
20,-22,-997,0
20,-26,-1005,0
20,-26,-966,0
12,-19,-994,0
16,-19,-1001,0
12,-26,-997,0
8,-26,-1013,0
16,-22,-994,0
16,-26,-1009,0
8,-26,-997,0
12,-26,-994,0
20,-19,-1001,0
16,-22,-1001,0
16,-22,-1001,0
8,-26,-1009,0
12,-26,-994,0
12,-22,-997,0
16,-26,-1013,0
8,-15,-1005,0
12,-15,-997,0
12,-22,-1009,0
16,-19,-994,0
12,-22,-1005,0
8,-19,-997,0
12,-22,-1005,0
12,-15,-1001,0
8,-22,-1001,0
16,-22,-1005,0
8,-22,-994,0
12,-22,-1005,0
8,-19,-986,0
16,-19,-1005,0
16,-19,-997,0
4,-19,-997,0
12,-19,-1005,0
12,-22,-1005,0
4,-22,-1001,0
12,-19,-1001,0
12,-26,-1005,0
16,-15,-997,0
12,-22,-997,0
12,-26,-994,0
16,-22,-1001,0
16,-22,-1005,0
8,-19,-1001,0
20,-22,-997,0
12,-19,-1021,0
12,-22,-1005,0
16,-26,-1013,0
16,-22,-1025,0
8,-19,-1001,0
16,-30,-1021,0
16,-19,-1005,0
16,-22,-1001,0
12,-19,-986,0
12,-22,-1001,0
12,-22,-1001,0
8,-30,-1001,0
16,-34,-1005,0
8,-30,-1013,0
12,-19,-1005,0
12,-19,-1009,0
16,-30,-990,0
12,-19,-1001,0
16,-26,-1009,0
12,-19,-1009,0
16,-26,-1005,0
12,-19,-994,0
8,-22,-1005,0
20,-22,-1009,0
20,-19,-1009,0
12,-22,-1005,0
16,-22,-1005,0
16,-26,-1009,0
12,-15,-1005,0
12,-19,-1005,0
12,-22,-1001,0
16,-22,-1005,0
12,-19,-1001,0
16,-26,-1005,0
16,-26,-1005,0
12,-26,-1025,0
8,-19,-1005,0
12,-22,-1001,0
8,-22,-1005,0
12,-22,-1005,0
16,-15,-1017,0
12,-19,-1001,0
20,-26,-1009,0
23,-19,-986,0
12,-26,-1005,0
8,-19,-1009,0
12,-15,-1013,0
16,-22,-1001,0
23,-15,-997,0
8,-26,-1009,0
12,-22,-997,0
8,-22,-1005,0
16,-19,-1001,0
23,-22,-1001,0
12,-22,-1009,0
12,-22,-1005,0
4,-30,-1013,0
8,-26,-1001,0
12,-26,-1001,0
12,-19,-1009,0
16,-22,-1001,0
0,-22,-1009,0
16,-26,-1005,0
20,-22,-1005,0
8,-19,-997,0
16,-22,-1001,0
12,-22,-1001,0
12,-26,-1005,0
12,-26,-1005,0
20,-22,-1005,0
16,-22,-1001,0
16,-30,-997,0
12,-15,-997,0
16,-22,-1001,0
12,-26,-1009,0
20,-19,-1021,0
8,-19,-997,0
12,-26,-1005,0
12,-30,-1001,0
12,-22,-1005,0
16,-22,-1021,0
8,-22,-1005,0
12,-30,-1013,0
20,-26,-1013,0
12,-26,-1001,0
12,-26,-1005,0
12,-22,-994,0
8,-26,-997,0
12,-22,-970,0
8,-26,-1005,0
20,-15,-1009,0
8,-26,-1005,0
12,-19,-997,0
16,-26,-986,0
12,-34,-1013,0
16,-22,-1001,0
20,-22,-978,0
16,-22,-1013,0
12,-19,-1001,0
8,-19,-1009,0
12,-19,-1005,0
16,-19,-997,0
12,-11,-1005,0
12,-26,-1001,0
12,-22,-1005,0
12,-26,-1009,0
8,-11,-1005,0
12,-22,-1009,0
20,-22,-1009,0
12,-22,-1001,0
12,-22,-1001,0
12,-19,-997,0
12,-15,-990,0
8,-22,-1013,0
12,-22,-1005,0
16,-26,-1005,0
12,-19,-1005,0
20,-22,-997,0
16,-19,-1001,0
12,-19,-994,0
8,-26,-1001,0
16,-22,-1001,0
12,-22,-1005,0
16,-19,-1001,0
12,-26,-1001,0
20,-15,-1001,0
16,-26,-1013,0
16,-15,-1013,0
8,-30,-997,0
8,-22,-1005,0
12,-26,-1001,0
8,-22,-1001,0
12,-11,-1005,0
12,-22,-1001,0
8,-19,-1001,0
16,-19,-1017,0
8,-22,-1005,0
12,-22,-994,0
12,-19,-1009,0
16,-22,-1009,0
12,-19,-997,0
12,-22,-1013,0
16,-15,-1013,0
16,-30,-994,0
12,-22,-1005,0
16,-19,-1017,0
12,-30,-997,0
12,-19,-997,0
16,-30,-997,0
16,-22,-1005,0
12,-22,-1005,0
8,-26,-1021,0
20,-22,-1001,0
12,-19,-1009,0
16,-22,-1005,0
8,-19,-1009,0
12,-22,-1009,0
12,-19,-1005,0
16,-22,-1001,0
12,-26,-1013,0
16,-19,-1005,0
12,-19,-1013,0
12,-15,-1005,0
16,-26,-1005,0
20,-15,-986,0
16,-26,-1005,0
12,-26,-997,0
8,-19,-1005,0
20,-15,-1009,0
12,-26,-1009,0
12,-22,-997,0
12,-30,-1005,0
12,-19,-1013,0
16,-19,-1009,0
20,-22,-990,0
16,-15,-1009,0
16,-30,-1005,0
20,-19,-1001,0
16,-22,-1001,0
12,-15,-1009,0
12,-19,-1025,0
12,-26,-997,0
16,-22,-1001,0
20,-22,-997,0
16,-19,-1005,0
12,-19,-1009,0
8,-22,-1005,0
16,-26,-1009,0
12,-26,-1017,0
16,-22,-1001,0
12,-26,-1001,0
16,-22,-1005,0
16,-19,-1005,0
12,-22,-1005,0
12,-19,-1005,0
12,-26,-1005,0
16,-26,-1001,0
16,-26,-1001,0
16,-26,-1001,0
20,-22,-1005,0
16,-19,-1005,0
16,-26,-990,0
12,-26,-1001,0
20,-19,-994,0
8,-19,-1021,0
12,-19,-1009,0
16,-26,-1005,0
8,-19,-1001,0
12,-26,-1013,0
12,-26,-1005,0
20,-26,-1009,0
16,-22,-997,0
16,-19,-990,0
12,-19,-1005,0
16,-26,-1009,0
8,-19,-1005,0
20,-22,-1001,0
16,-19,-1001,0
8,-22,-997,0
16,-22,-1005,0
8,-22,-1001,0
16,-19,-1001,0
16,-19,-994,0
16,-22,-1001,0
16,-22,-1001,0
16,-30,-997,0
12,-22,-1001,0
16,-22,-1005,0
8,-22,-1005,0
23,-26,-997,0
12,-19,-1005,0
8,-19,-1005,0
12,-22,-1009,0
20,-19,-1013,0
12,-22,-1001,0
12,-30,-997,0
23,-22,-1017,0
8,-22,-1009,0
16,-26,-1001,0
12,-15,-1005,0
8,-22,-997,0
16,-19,-1001,0
12,-30,-1001,0
12,-15,-1009,0
12,-15,-997,0
12,-19,-1009,0
12,-26,-994,0
20,-26,-994,0
8,-19,-1001,0
12,-19,-1001,0
8,-19,-1009,0
16,-19,-1001,0
16,-22,-982,0
16,-26,-997,0
12,-26,-1005,0
16,-19,-1009,0
16,-22,-1005,0
8,-22,-1001,0
16,-19,-1009,0
12,-19,-1001,0
12,-22,-1009,0
16,-22,-986,0
16,-19,-1001,0
12,-26,-1001,0
4,-30,-1005,0
20,-22,-1005,0
12,-26,-1009,0
16,-22,-1001,0
16,-22,-1005,0
16,-22,-1021,0
16,-22,-1005,0
12,-26,-1005,0
20,-26,-1021,0
16,-26,-1001,0
12,-19,-1005,0
16,-19,-997,0
8,-22,-1001,0
12,-19,-1001,0
12,-26,-1005,0
8,-19,-997,0
8,-22,-1005,0
12,-34,-1001,0
4,-26,-1001,0
20,-22,-997,0
16,-22,-994,0
12,-22,-997,0
20,-26,-1005,0
12,-11,-1001,0
8,-22,-1005,0
8,-15,-997,0
8,-30,-1001,0
8,-30,-1021,0
12,-26,-1009,0
12,-15,-1021,0
12,-22,-1001,0
12,-19,-1005,0
20,-26,-1013,0
20,-22,-1009,0
12,-22,-1009,0
12,-22,-1005,0
8,-19,-1005,0
16,-22,-1005,0
12,-11,-1001,0
20,-26,-1005,0
8,-26,-1001,0
20,-15,-1005,0
16,-30,-1013,0
20,-19,-990,0
16,-15,-1005,0
20,-26,-1001,0
16,-30,-1005,0
16,-15,-1005,0
20,-26,-997,0
12,-26,-1005,0
20,-22,-1001,0
20,-22,-1005,0
16,-22,-1005,0
12,-22,-1017,0
12,-26,-1001,0
16,-22,-1001,0
20,-22,-1009,0
12,-22,-994,0
8,-22,-997,0
16,-19,-1009,0
16,-15,-997,0
8,-15,-1001,0
12,-22,-1005,0
8,-15,-1009,0
8,-19,-1001,0
4,-19,-1009,0
16,-26,-1005,0
12,-22,-1005,0
16,-19,-1001,0
16,-26,-1001,0
16,-22,-1001,0
12,-22,-1001,0
12,-19,-986,0
12,-22,-1005,0
20,-19,-997,0
8,-22,-994,0
12,-26,-1001,0
12,-22,-1013,0
12,-15,-1001,0
8,-15,-1005,0
12,-22,-1005,0
16,-19,-1001,0
16,-22,-997,0
16,-22,-1009,0
20,-22,-1005,0
12,-22,-990,0
20,-22,-1001,0
12,-22,-1009,0
8,-22,-1025,0
20,-26,-1001,0
8,-15,-1001,0
12,-22,-1005,0
16,-22,-994,0
16,-26,-1001,0
8,-22,-997,0
12,-26,-1005,0
12,-26,-990,0
16,-19,-994,0
12,-22,-1001,0
20,-19,-994,0
12,-22,-1005,0
16,-26,-997,0
20,-22,-1005,0
16,-19,-1005,0
20,-22,-1029,0
8,-19,-1005,0
12,-30,-997,0
20,-19,-1001,0
16,-26,-997,0
16,-19,-1017,0
12,-15,-1005,0
8,-15,-1001,0
8,-26,-994,0
8,-22,-1005,0
12,-19,-1005,0
12,-19,-1009,0
12,-22,-997,0
12,-22,-1021,0
12,-19,-1013,0
12,-22,-1005,0
4,-22,-1029,0
12,-22,-1001,0
12,-19,-1005,0
23,-30,-1017,0
12,-22,-1001,0
16,-19,-994,0
12,-22,-1001,0
16,-22,-997,0
12,-22,-1025,0
8,-19,-1005,0
16,-15,-1001,0
8,-22,-994,0
12,-30,-1009,0
16,-30,-1013,0
8,-26,-1005,0
12,-19,-994,0
12,-22,-1001,0
12,-22,-1009,0
16,-26,-1009,0
16,-22,-997,0
16,-26,-1005,0
8,-19,-1005,0
12,-19,-997,0
12,-19,-1009,0
8,-22,-1005,0
16,-19,-994,0
16,-22,-1001,0
12,-26,-1009,0
8,-19,-1005,0
12,-11,-1001,0
12,-26,-1001,0
16,-26,-1013,0
20,-22,-1001,0
12,-15,-1013,0
12,-26,-1013,0
12,-19,-1009,0
12,-15,-1009,0
16,-19,-997,0
12,-22,-1001,0
20,-22,-1005,0
12,-22,-1005,0
8,-22,-1009,0
12,-26,-1001,0
16,-22,-1005,0
8,-19,-1005,0
20,-22,-1009,0
12,-22,-1001,0
20,-22,-1001,0
16,-19,-1001,0
20,-22,-997,0
16,-22,-1009,0
16,-26,-994,0
16,-22,-986,0
12,-22,-1005,0
12,-19,-1001,0
16,-26,-1021,0
12,-22,-1001,0
20,-30,-1001,0
16,-22,-1001,0
12,-15,-1005,0
8,-26,-1009,0
12,-22,-1005,0
12,-22,-1005,0
16,-22,-1001,0
16,-19,-994,0
20,-26,-1025,0
20,-19,-1009,0
12,-19,-997,0
12,-22,-1017,0
12,-15,-1005,0
20,-19,-997,0
12,-22,-1009,0
12,-30,-1005,0
8,-22,-1013,0
12,-19,-1001,0
12,-30,-1001,0
16,-22,-1009,0
12,-22,-1001,0
8,-22,-1001,0
20,-19,-1001,0
12,-30,-1001,0
8,-22,-1025,0
16,-19,-1001,0
16,-26,-1005,0
16,-15,-1021,0
12,-26,-1001,0
16,-22,-1005,0
12,-19,-997,0
8,-26,-997,0
12,-30,-986,0
12,-26,-1005,0
8,-26,-997,0
16,-22,-1013,0
12,-22,-1001,0
16,-26,-1005,0
16,-22,-1009,0
8,-19,-997,0
8,-22,-994,0
12,-19,-1013,0
16,-22,-1005,0
16,-30,-982,0
16,-22,-1001,0
20,-19,-1001,0
16,-22,-1001,0
16,-26,-997,0
4,-26,-997,0
16,-19,-1005,0
12,-22,-997,0
20,-19,-1005,0
20,-19,-1005,0
12,-15,-1001,0
16,-26,-1013,0
4,-22,-1005,0
12,-22,-1017,0
20,-19,-1001,0
12,-22,-1009,0
12,-22,-1005,0
16,-26,-1001,0
12,-19,-1001,0
20,-22,-1013,0
16,-22,-1001,0
12,-19,-997,0
12,-22,-997,0
12,-26,-1009,0
12,-26,-994,0
12,-22,-997,0
16,-19,-1005,0
8,-22,-1005,0
20,-22,-1009,0
12,-26,-1009,0
8,-22,-1001,0
12,-30,-997,0
8,-26,-1013,0
8,-30,-997,0
16,-11,-1001,0
12,-22,-1001,0
20,-22,-1005,0
12,-26,-1001,0
20,-19,-997,0
12,-22,-1005,0
4,-19,-1001,0
20,-22,-1009,0
16,-19,-1017,0
16,-30,-1001,0
12,-22,-1001,0
16,-26,-1001,0
8,-19,-1001,0
12,-22,-1001,0
20,-15,-1013,0
16,-26,-994,0
12,-19,-997,0
16,-22,-1001,0
12,-22,-994,0
16,-26,-1005,0
12,-26,-1001,0
16,-26,-1009,0
16,-22,-1017,0
16,-26,-1005,0
16,-26,-1001,0
8,-26,-1001,0
16,-15,-1001,0
20,-22,-997,0
8,-22,-994,0
16,-19,-1001,0
16,-22,-1005,0
16,-22,-1001,0
16,-26,-997,0
16,-26,-997,0
8,-15,-1001,0
16,-26,-997,0
8,-19,-1005,0
12,-22,-997,0
12,-22,-1005,0
16,-19,-1009,0
12,-19,-997,0
12,-26,-1013,0
12,-26,-986,0
16,-22,-1009,0
12,-19,-1001,0
16,-22,-1005,0
20,-19,-1001,0
16,-30,-1013,0
20,-34,-997,0
12,-26,-1005,0
20,-22,-1005,0
8,-19,-1005,0
12,-22,-997,0
16,-19,-1001,0
12,-22,-1009,0
16,-22,-997,0
12,-22,-1009,0
20,-22,-1009,0
12,-22,-1013,0
16,-19,-1001,0
12,-22,-1009,0
20,-26,-1005,0
16,-22,-997,0
16,-22,-1001,0
16,-19,-1001,0
12,-30,-1001,0
16,-26,-997,0
8,-19,-1013,0
8,-26,-1001,0
4,-26,-1001,0
12,-22,-1005,0
16,-22,-1017,0
16,-22,-1005,0
12,-19,-997,0
23,-26,-1005,0
8,-26,-1001,0
12,-15,-1001,0
12,-19,-1001,0
16,-19,-1005,0
12,-19,-1001,0
16,-22,-1005,0
16,-22,-997,0
16,-22,-1009,0
12,-19,-1001,0
12,-26,-997,0
20,-15,-1005,0
20,-19,-1005,0
20,-26,-1005,0
16,-19,-1005,0
16,-15,-1005,0
12,-26,-986,0
12,-26,-997,0
12,-19,-1001,0
16,-22,-997,0
16,-19,-1001,0
12,-15,-1005,0
16,-22,-1001,0
20,-19,-1005,0
4,-22,-1009,0
12,-22,-997,0
16,-26,-1001,0
8,-15,-1001,0
20,-19,-1001,0
16,-26,-1009,0
12,-26,-1005,0
16,-22,-1005,0
12,-15,-997,0
16,-22,-1001,0
20,-22,-1005,0
8,-19,-1009,0
16,-15,-1005,0
12,-30,-997,0
12,-22,-1005,0
16,-19,-997,0
16,-26,-1005,0
20,-22,-997,0
16,-22,-1001,0
12,-26,-997,0
20,-26,-1001,0
16,-26,-1005,0
16,-19,-1005,0
16,-22,-1009,0
16,-22,-1021,0
16,-30,-1001,0
16,-19,-1013,0
20,-22,-1005,0
8,-19,-1001,0
16,-22,-1009,0
16,-22,-1009,0
16,-22,-997,0
12,-22,-1013,0
20,-30,-1001,0
16,-22,-997,0
16,-26,-1001,0
12,-22,-1005,0
12,-22,-986,0
12,-22,-1009,0
12,-22,-1009,0
16,-22,-997,0
16,-22,-1013,0
12,-15,-1005,0
12,-19,-997,0
12,-22,-1009,0
12,-26,-1009,0
16,-19,-997,0
16,-22,-1001,0
23,-26,-1009,0
16,-22,-1001,0
12,-19,-1001,0
16,-26,-1009,0
16,-22,-1001,0
12,-22,-994,0
12,-15,-997,0
16,-19,-1001,0
16,-19,-1001,0
16,-22,-1005,0
16,-11,-1001,0
12,-26,-994,0
12,-22,-1001,0
16,-19,-1009,0
12,-22,-997,0
16,-30,-1005,0
20,-19,-990,0
16,-19,-1005,0
16,-22,-1009,0
8,-22,-1001,0
20,-22,-1005,0
16,-22,-994,0
16,-22,-997,0
12,-15,-1009,0
20,-22,-1009,0
12,-22,-997,0
16,-34,-1005,0
12,-26,-1001,0
16,-22,-1001,0
12,-22,-994,0
16,-19,-997,0
12,-22,-1001,0
12,-19,-1005,0
12,-19,-1005,0
16,-22,-1001,0
12,-19,-997,0
23,-30,-1005,0
16,-19,-1001,0
12,-26,-997,0
12,-22,-997,0
20,-22,-1009,0
12,-26,-1001,0
20,-22,-1005,0
16,-22,-1001,0
12,-22,-1009,0
8,-19,-1005,0
16,-22,-1009,0
16,-26,-1001,0
8,-19,-997,0
12,-22,-1013,0
12,-26,-1005,0
16,-30,-1001,0
16,-26,-997,0
16,-22,-1005,0
23,39,-997,0
8,-54,-1048,0
16,-30,-1044,0
12,-11,-974,0
4,-26,-1009,0
27,-15,-994,0
12,-34,-1001,0
12,-22,-1009,0
12,-26,-1017,0
20,-19,-1009,0
16,-22,-1005,0
16,-26,-994,0
8,-19,-1009,0
8,-19,-1001,0
8,-15,-1005,0
16,-26,-1017,0
16,-15,-1005,0
12,-19,-1001,0
12,-15,-997,0
16,-26,-1040,0
23,-22,-1009,0
12,-46,-1017,0
20,-26,-997,0
12,-22,-1009,0
16,-19,-1001,0
20,-19,-1005,0
16,-15,-997,0
16,-19,-1005,0
16,-22,-1009,0
8,-34,-1009,0
20,-22,-997,0
16,-19,-1009,0
8,-22,-1005,0
20,-26,-1001,0
12,-22,-1001,0
16,-19,-1017,0
12,-7,-1005,0
8,-26,-1001,0
20,-22,-1013,0
16,-26,-1005,0
12,-26,-1001,0
16,-26,-1009,0
16,-15,-1005,0
16,-19,-1005,0
8,-15,-1001,0
16,-22,-1001,0
16,-22,-1029,0
20,-26,-1009,0
12,-30,-1001,0
12,-19,-1005,0
16,-15,-994,0
4,-19,-1021,0
12,-26,-1001,0
12,-19,-1005,0
20,-15,-1009,0
16,-22,-1009,0
16,-26,-1005,0
12,-19,-997,0
16,-19,-1005,0
12,-26,-994,0
16,-19,-1001,0
16,-22,-1009,0
20,-19,-986,0
12,-30,-1001,0
12,-22,-1005,0
12,-22,-1009,0
8,-19,-1005,0
16,-26,-1013,0
16,-22,-1005,0
20,-30,-1005,0
23,-22,-986,0
20,-30,-1001,0
16,-19,-1001,0
12,-22,-1005,0
16,-26,-1001,0
8,-19,-1009,0
12,-19,-1009,0
20,-26,-1001,0
12,-30,-1005,0
16,-26,-1013,0
8,-26,-1001,0
16,-26,-997,0
16,-22,-1009,0
12,-15,-1001,0
16,-22,-1009,0
12,-22,-1001,0
12,-30,-1017,0
12,-26,-1009,0
16,-19,-1005,0
12,-19,-1005,0
12,-22,-1005,0
8,-22,-1009,0
16,-22,-1005,0
16,-22,-990,0
12,-26,-1025,0
20,-22,-1013,0
12,-22,-1001,0
16,-26,-1005,0
20,-19,-1009,0
16,-19,-990,0
16,-26,-997,0
12,-19,-1005,0
12,-11,-1021,0
16,-19,-1005,0
4,-22,-997,0
8,-30,-1001,0
16,-19,-1009,0
12,-26,-997,0
12,-19,-1001,0
16,-26,-1001,0
16,-19,-1001,0
16,-15,-1017,0
8,-26,-1009,0
16,-22,-1001,0
23,-22,-1021,0
12,-19,-1005,0
23,-26,-1005,0
8,-22,-1001,0
20,-22,-1001,0
12,-19,-1009,0
12,-19,-1009,0
16,-19,-1013,0
16,-26,-990,0
12,-26,-1001,0
23,-22,-1001,0
12,-22,-1009,0
16,-22,-1005,0
8,-22,-994,0
16,-22,-997,0
16,-15,-1001,0
20,-19,-994,0
20,-30,-997,0
12,-22,-1001,0
20,-22,-1001,0
16,-19,-997,0
8,-19,-994,0
16,-19,-1005,0
12,-34,-1001,0
12,-19,-997,0
16,-26,-1005,0
16,-19,-1005,0
20,-26,-1005,0
20,-19,-1001,0
16,-26,-1009,0
12,-22,-1009,0
16,-22,-997,0
23,-26,-982,0
20,-22,-1005,0
16,-26,-1009,0
12,-22,-1005,0
16,-15,-1009,0
16,-22,-997,0
16,-26,-1001,0
8,-19,-1005,0
23,-19,-1009,0
16,-22,-994,0
8,-26,-1001,0
12,-22,-1005,0
8,-22,-1005,0
16,-26,-1001,0
0,-26,-1009,0
12,-26,-1009,0
12,-19,-990,0
16,-34,-1013,0
12,-19,-1013,0
20,-22,-1005,0
16,-22,-1001,0
16,-22,-997,0
12,-22,-997,0
16,-22,-1001,0
8,-19,-978,0
16,-22,-1005,0
16,-19,-1009,0
12,-22,-1013,0
16,-30,-1005,0
12,-19,-1001,0
8,-22,-1005,0
16,-19,-1001,0
8,-19,-978,0
8,-26,-1001,0
16,-22,-1001,0
16,-26,-994,0
16,-26,-1005,0
16,-26,-1013,0
12,-30,-1009,0
20,-22,-1001,0
4,-19,-1009,0
20,-19,-1001,0
12,-19,-1013,0
20,-22,-1001,0
8,-19,-1005,0
12,-19,-1005,0
20,-19,-1001,0
16,-15,-1005,0
16,-22,-990,0
16,-26,-994,0
16,-22,-1005,0
16,-30,-997,0
16,-22,-1005,0
20,-22,-990,0
0,-22,-1005,0
12,-26,-1005,0
12,-26,-997,0
16,-22,-1001,0
20,-15,-1001,0
16,-22,-1005,0
8,-19,-1005,0
12,-26,-997,0
23,-26,-1009,0
12,-30,-1009,0
16,-19,-1021,0
12,-19,-1005,0
16,-19,-1001,0
12,-19,-1009,0
12,-19,-1001,0
12,-22,-997,0
23,-26,-997,0
12,-26,-997,0
31,-26,-986,0
16,-30,-1005,0
12,-26,-1005,0
16,-22,-1005,0
16,-22,-1005,0
12,-22,-1001,0
16,-26,-1001,0
12,-26,-1009,0
20,-19,-1001,0
16,-26,-1005,0
12,-19,-1005,0
12,-19,-1005,0
16,-22,-1001,0
12,-19,-997,0
16,-26,-1009,0
12,-26,-997,0
12,-22,-1009,0
20,-30,-1013,0
20,-22,-1009,0
20,-19,-1009,0
16,-22,-1009,0
12,-19,-1005,0
0,-26,-1005,0
8,-19,-1009,0
23,-22,-994,0
12,-26,-1001,0
16,-26,-1001,0
12,-22,-1001,0
12,-30,-1005,0
8,-19,-990,0
8,-22,-1005,0
20,-22,-1005,0
27,-22,-982,0
16,-19,-997,0
8,-19,-997,0
16,-19,-1005,0
20,-26,-997,0
16,-22,-997,0
16,-19,-1005,0
12,-22,-1009,0
12,-19,-1001,0
12,-19,-1005,0
20,-22,-997,0
12,-30,-994,0
20,-26,-986,0
16,-22,-1009,0
16,-22,-1005,0
16,-22,-1009,0
20,-26,-997,0
16,-22,-1013,0
16,-26,-1001,0
8,-19,-1005,0
0,-19,-997,0
12,-22,-1001,0
20,-19,-1001,0
23,-22,-997,0
12,-19,-1001,0
12,-34,-1001,0
8,-19,-1001,0
16,-26,-1005,0
12,-22,-997,0
16,-19,-1009,0
16,-19,-1013,0
16,-22,-994,0
8,-26,-1001,0
20,-19,-1009,0
20,-15,-1005,0
16,-22,-1001,0
12,-22,-1017,0
12,-19,-1013,0
20,-26,-1001,0
12,-22,-997,0
16,-15,-997,0
12,-22,-1005,0
16,-26,-1009,0
12,-19,-1009,0
20,-15,-990,0
16,-30,-997,0
12,-22,-1005,0
8,-19,-997,0
20,-22,-1001,0
12,-19,-1001,0
16,-30,-1005,0
16,-22,-1009,0
12,-22,-1009,0
12,-26,-1009,0
16,-26,-1009,0
12,-26,-1013,0
12,-22,-1001,0
16,-26,-1009,0
0,-19,-1001,0
12,-26,-1001,0
16,-19,-1009,0
12,-19,-1009,0
12,-22,-1001,0
12,-19,-997,0
8,-19,-1001,0
12,-15,-986,0
8,-26,-1005,0
16,-19,-1001,0
27,-26,-990,0
12,-15,-1005,0
16,-22,-1005,0
12,-22,-1001,0
12,-26,-1009,0
12,-19,-997,0
23,-22,-1009,0
16,-30,-1009,0
8,-26,-1017,0
12,-15,-1005,0
20,-30,-1013,0
8,-30,-1001,0
16,-26,-997,0
12,-19,-1009,0
20,-26,-1013,0
16,-22,-997,0
16,-26,-997,0
20,-26,-1005,0
16,-19,-1005,0
16,-26,-1005,0
8,-26,-997,0
20,-26,-997,0
0,-19,-1001,0
12,-26,-1009,0
12,-30,-990,0
16,-26,-1005,0
8,-15,-1001,0
16,-30,-1005,0
16,-19,-1009,0
16,-26,-1013,0
8,-26,-1013,0
16,-22,-1009,0
20,-22,-1021,0
20,-22,-1001,0
16,-19,-1005,0
20,-26,-997,0
20,-15,-1005,0
20,-26,-1017,0
16,-15,-1005,0
12,-22,-1005,0
20,-26,-1029,0
16,-22,-1001,0
16,-19,-1001,0
16,-19,-1005,0
16,-19,-1001,0
20,-19,-1005,0
20,-19,-1005,0
16,-26,-1005,0
27,-26,-982,0
16,-22,-1005,0
20,-30,-1005,0
12,-22,-1005,0
23,-22,-1005,0
20,-26,-1001,0
20,-22,-1005,0
16,-19,-997,0
20,-19,-1005,0
20,-22,-1001,0
20,-26,-1013,0
16,-22,-994,0
12,-19,-1001,0
20,-26,-1001,0
20,-26,-997,0
27,-26,-1005,0
23,-22,-990,0
20,-22,-1009,0
16,-19,-1013,0
20,-22,-1009,0
12,-26,-1005,0
20,-19,-997,0
16,-22,-997,0
23,-19,-1005,0
27,-30,-986,0
23,-22,-1001,0
16,-19,-1013,0
20,-26,-1005,0
20,-22,-997,0
16,-22,-1005,0
20,-19,-1009,0
16,-26,-1009,0
20,-34,-1001,0
20,-19,-1005,0
23,-22,-1005,0
20,-26,-1017,0
27,-19,-1005,0
23,-22,-1009,0
20,-19,-1001,0
16,-22,-1001,0
20,-26,-1005,0
16,-22,-1001,0
23,-22,-997,0
16,-26,-1001,0
16,-22,-1005,0
20,-19,-1005,0
23,-19,-1001,0
20,-26,-994,0
20,-22,-1001,0
20,-26,-986,0
23,-19,-997,0
20,-22,-997,0
27,-22,-994,0
20,-22,-1005,0
23,-22,-1013,0
20,-15,-1005,0
16,-22,-1005,0
16,-19,-990,0
23,-26,-994,0
16,-22,-1001,0
31,-26,-982,0
12,-19,-1005,0
16,-22,-1001,0
23,-15,-1001,0
16,-26,-1005,0
16,-19,-1005,0
27,-22,-997,0
12,-19,-1001,0
16,-19,-1009,0
20,-22,-1009,0
20,-22,-1005,0
20,-26,-1001,0
20,-26,-1001,0
16,-26,-1013,0
20,-19,-994,0
12,-22,-1005,0
20,-22,-994,0
20,-19,-1013,0
16,-22,-1013,0
20,-19,-1005,0
16,-19,-1001,0
20,-22,-982,0
